Grid Size,Max Colors,Actual colors,Total User Moves count,Total deterministic score,Total Avalanche count,Total non-deterministic score,Total score,Selected Move,Move Score,Avalanche per selected move,Total Moves Available per Game Setting,Experiment Repeat
"(7, 7)",5,5,300,974,205,810,1784,"[(5, 1), (5, 2)]",6,1,50,100
"(7, 7)",5,5,301,977,205,810,1787,"[(3, 0), (3, 1)]",3,0,50,100
"(7, 7)",5,5,302,980,207,816,1796,"[(4, 3), (5, 3)]",9,2,50,100
"(7, 7)",5,5,303,983,207,816,1799,"[(1, 0), (1, 1)]",3,0,50,100
"(7, 7)",5,5,304,987,207,816,1803,"[(5, 2), (5, 3)]",4,0,50,100
"(7, 7)",5,5,305,990,207,816,1806,"[(2, 0), (2, 1)]",3,0,50,100
"(7, 7)",5,5,306,993,207,816,1809,"[(0, 3), (0, 4)]",3,0,50,100
"(7, 7)",5,5,307,997,207,816,1813,"[(0, 3), (1, 3)]",4,0,50,100
"(7, 7)",5,5,308,1000,207,816,1816,"[(5, 5), (5, 6)]",3,0,50,100
"(7, 7)",5,5,309,1003,208,819,1822,"[(4, 6), (5, 6)]",6,1,50,100
"(7, 7)",5,5,310,1006,208,819,1825,"[(0, 1), (1, 1)]",3,0,50,100
"(7, 7)",5,5,311,1009,208,819,1828,"[(3, 1), (3, 2)]",3,0,50,100
"(7, 7)",5,5,312,1015,208,819,1834,"[(1, 3), (1, 4)]",6,0,50,100
"(7, 7)",5,5,313,1018,211,830,1848,"[(3, 2), (3, 3)]",14,3,50,100
"(7, 7)",5,5,314,1021,211,830,1851,"[(0, 0), (0, 1)]",3,0,50,100
"(7, 7)",5,5,315,1024,211,830,1854,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,316,1027,211,830,1857,"[(2, 2), (3, 2)]",3,0,50,100
"(7, 7)",5,5,317,1030,211,830,1860,"[(0, 4), (0, 5)]",3,0,50,100
"(7, 7)",5,5,318,1033,212,833,1866,"[(2, 2), (3, 2)]",6,1,50,100
"(7, 7)",5,5,319,1036,212,833,1869,"[(2, 2), (3, 2)]",3,0,50,100
"(7, 7)",5,5,320,1039,212,833,1872,"[(4, 1), (5, 1)]",3,0,50,100
"(7, 7)",5,5,321,1042,212,833,1875,"[(4, 4), (5, 4)]",3,0,50,100
"(7, 7)",5,5,322,1045,213,836,1881,"[(4, 2), (4, 3)]",6,1,50,100
"(7, 7)",5,5,323,1048,214,845,1893,"[(2, 2), (3, 2)]",12,1,50,100
"(7, 7)",5,5,324,1051,214,845,1896,"[(4, 3), (5, 3)]",3,0,50,100
"(7, 7)",5,5,325,1054,214,845,1899,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,326,1057,215,848,1905,"[(3, 3), (3, 4)]",6,1,50,100
"(7, 7)",5,5,327,1060,217,854,1914,"[(4, 2), (5, 2)]",9,2,50,100
"(7, 7)",5,5,328,1063,217,854,1917,"[(2, 3), (2, 4)]",3,0,50,100
"(7, 7)",5,5,329,1066,218,857,1923,"[(0, 5), (0, 6)]",6,1,50,100
"(7, 7)",5,5,330,1069,219,860,1929,"[(5, 0), (5, 1)]",6,1,50,100
"(7, 7)",5,5,331,1072,221,866,1938,"[(3, 5), (3, 6)]",9,2,50,100
"(7, 7)",5,5,332,1076,222,869,1945,"[(4, 0), (4, 1)]",7,1,50,100
"(7, 7)",5,5,333,1079,222,869,1948,"[(2, 2), (3, 2)]",3,0,50,100
"(7, 7)",5,5,334,1082,223,872,1954,"[(2, 6), (3, 6)]",6,1,50,100
"(7, 7)",5,5,335,1085,224,875,1960,"[(3, 1), (4, 1)]",6,1,50,100
"(7, 7)",5,5,336,1088,224,875,1963,"[(3, 1), (3, 2)]",3,0,50,100
"(7, 7)",5,5,337,1091,224,875,1966,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,338,1094,224,875,1969,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,339,1097,224,875,1972,"[(5, 4), (6, 4)]",3,0,50,100
"(7, 7)",5,5,340,1100,224,875,1975,"[(5, 4), (6, 4)]",3,0,50,100
"(7, 7)",5,5,341,1103,224,875,1978,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,342,1106,224,875,1981,"[(4, 6), (5, 6)]",3,0,50,100
"(7, 7)",5,5,343,1109,225,880,1989,"[(2, 1), (2, 2)]",8,1,50,100
"(7, 7)",5,5,344,1112,225,880,1992,"[(3, 5), (3, 6)]",3,0,50,100
"(7, 7)",5,5,345,1115,225,880,1995,"[(3, 1), (3, 2)]",3,0,50,100
"(7, 7)",5,5,346,1118,225,880,1998,"[(3, 2), (4, 2)]",3,0,50,100
"(7, 7)",5,5,347,1121,225,880,2001,"[(3, 1), (4, 1)]",3,0,50,100
"(7, 7)",5,5,348,1124,225,880,2004,"[(5, 6), (6, 6)]",3,0,50,100
"(7, 7)",5,5,349,1127,225,880,2007,"[(2, 6), (3, 6)]",3,0,50,100
"(7, 7)",5,5,350,1130,225,880,2010,"[(1, 4), (2, 4)]",3,0,50,100
"(7, 7)",5,5,351,1133,225,880,2013,"[(3, 1), (4, 1)]",3,0,50,100
"(7, 7)",5,5,352,1136,225,880,2016,"[(3, 2), (4, 2)]",3,0,50,100
"(7, 7)",5,5,353,1139,225,880,2019,"[(3, 3), (4, 3)]",3,0,50,100
"(7, 7)",5,5,354,1142,226,883,2025,"[(3, 4), (3, 5)]",6,1,50,100
"(7, 7)",5,5,355,1145,226,883,2028,"[(5, 3), (5, 4)]",3,0,50,100
"(7, 7)",5,5,356,1148,227,886,2034,"[(3, 1), (3, 2)]",6,1,50,100
"(7, 7)",5,5,357,1151,231,900,2051,"[(2, 1), (3, 1)]",17,4,50,100
"(7, 7)",5,5,358,1154,231,900,2054,"[(6, 5), (6, 6)]",3,0,50,100
"(7, 7)",5,5,359,1158,232,906,2064,"[(3, 2), (4, 2)]",10,1,50,100
"(7, 7)",5,5,360,1161,232,906,2067,"[(5, 1), (6, 1)]",3,0,50,100
"(7, 7)",5,5,361,1164,232,906,2070,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,362,1167,232,906,2073,"[(3, 6), (4, 6)]",3,0,50,100
"(7, 7)",5,5,363,1170,232,906,2076,"[(5, 4), (5, 5)]",3,0,50,100
"(7, 7)",5,5,364,1173,234,912,2085,"[(4, 5), (5, 5)]",9,2,50,100
"(7, 7)",5,5,365,1176,234,912,2088,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,366,1179,236,919,2098,"[(5, 5), (6, 5)]",10,2,50,100
"(7, 7)",5,5,367,1182,236,919,2101,"[(4, 5), (5, 5)]",3,0,50,100
"(7, 7)",5,5,368,1185,236,919,2104,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,369,1188,237,922,2110,"[(4, 1), (4, 2)]",6,1,50,100
"(7, 7)",5,5,370,1191,239,932,2123,"[(0, 0), (0, 1)]",13,2,50,100
"(7, 7)",5,5,371,1194,239,932,2126,"[(2, 4), (3, 4)]",3,0,50,100
"(7, 7)",5,5,372,1197,239,932,2129,"[(0, 2), (0, 3)]",3,0,50,100
"(7, 7)",5,5,373,1200,239,932,2132,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,374,1203,240,935,2138,"[(4, 5), (5, 5)]",6,1,50,100
"(7, 7)",5,5,375,1206,241,938,2144,"[(5, 5), (5, 6)]",6,1,50,100
"(7, 7)",5,5,376,1209,241,938,2147,"[(0, 2), (1, 2)]",3,0,50,100
"(7, 7)",5,5,377,1212,243,947,2159,"[(0, 4), (1, 4)]",12,2,50,100
"(7, 7)",5,5,378,1215,243,947,2162,"[(0, 0), (1, 0)]",3,0,50,100
"(7, 7)",5,5,379,1218,246,956,2174,"[(2, 3), (3, 3)]",12,3,50,100
"(7, 7)",5,5,380,1221,247,959,2180,"[(4, 4), (4, 5)]",6,1,50,100
"(7, 7)",5,5,381,1224,248,962,2186,"[(4, 4), (5, 4)]",6,1,50,100
"(7, 7)",5,5,382,1227,249,965,2192,"[(3, 0), (3, 1)]",6,1,50,100
"(7, 7)",5,5,383,1230,249,965,2195,"[(3, 3), (4, 3)]",3,0,50,100
"(7, 7)",5,5,384,1233,250,969,2202,"[(0, 4), (1, 4)]",7,1,50,100
"(7, 7)",5,5,385,1236,250,969,2205,"[(2, 1), (3, 1)]",3,0,50,100
"(7, 7)",5,5,386,1239,250,969,2208,"[(1, 0), (1, 1)]",3,0,50,100
"(7, 7)",5,5,387,1242,250,969,2211,"[(0, 2), (1, 2)]",3,0,50,100
"(7, 7)",5,5,388,1245,250,969,2214,"[(1, 1), (2, 1)]",3,0,50,100
"(7, 7)",5,5,389,1248,250,969,2217,"[(4, 4), (5, 4)]",3,0,50,100
"(7, 7)",5,5,390,1252,250,969,2221,"[(2, 3), (3, 3)]",4,0,50,100
"(7, 7)",5,5,391,1255,250,969,2224,"[(0, 5), (1, 5)]",3,0,50,100
"(7, 7)",5,5,392,1258,250,969,2227,"[(2, 1), (3, 1)]",3,0,50,100
"(7, 7)",5,5,393,1261,250,969,2230,"[(0, 2), (1, 2)]",3,0,50,100
"(7, 7)",5,5,394,1264,250,969,2233,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,395,1267,252,975,2242,"[(3, 1), (4, 1)]",9,2,50,100
"(7, 7)",5,5,396,1270,253,981,2251,"[(6, 3), (6, 4)]",9,1,50,100
"(7, 7)",5,5,397,1273,253,981,2254,"[(3, 4), (4, 4)]",3,0,50,100
"(7, 7)",5,5,398,1276,255,989,2265,"[(1, 2), (1, 3)]",11,2,50,100
"(7, 7)",5,5,399,1279,255,989,2268,"[(0, 1), (1, 1)]",3,0,50,100
"(7, 7)",5,5,400,1282,255,989,2271,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,401,1285,255,989,2274,"[(5, 0), (6, 0)]",3,0,50,100
"(7, 7)",5,5,402,1289,256,992,2281,"[(3, 3), (3, 4)]",7,1,50,100
"(7, 7)",5,5,403,1292,256,992,2284,"[(1, 0), (1, 1)]",3,0,50,100
"(7, 7)",5,5,404,1295,257,999,2294,"[(6, 5), (6, 6)]",10,1,50,100
"(7, 7)",5,5,405,1298,257,999,2297,"[(4, 0), (4, 1)]",3,0,50,100
"(7, 7)",5,5,406,1301,257,999,2300,"[(4, 3), (4, 4)]",3,0,50,100
"(7, 7)",5,5,407,1304,257,999,2303,"[(6, 3), (6, 4)]",3,0,50,100
"(7, 7)",5,5,408,1307,258,1002,2309,"[(2, 2), (3, 2)]",6,1,50,100
"(7, 7)",5,5,409,1310,258,1002,2312,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,410,1316,259,1006,2322,"[(0, 1), (0, 2)]",10,1,50,100
"(7, 7)",5,5,411,1319,262,1020,2339,"[(3, 1), (4, 1)]",17,3,50,100
"(7, 7)",5,5,412,1322,263,1023,2345,"[(2, 3), (3, 3)]",6,1,50,100
"(7, 7)",5,5,413,1325,263,1023,2348,"[(3, 3), (3, 4)]",3,0,50,100
"(7, 7)",5,5,414,1328,263,1023,2351,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,415,1333,264,1026,2359,"[(3, 6), (4, 6)]",8,1,50,100
"(7, 7)",5,5,416,1339,265,1032,2371,"[(2, 4), (2, 5)]",12,1,50,100
"(7, 7)",5,5,417,1342,265,1032,2374,"[(3, 5), (3, 6)]",3,0,50,100
"(7, 7)",5,5,418,1346,266,1035,2381,"[(1, 3), (2, 3)]",7,1,50,100
"(7, 7)",5,5,419,1349,266,1035,2384,"[(4, 4), (4, 5)]",3,0,50,100
"(7, 7)",5,5,420,1352,266,1035,2387,"[(2, 1), (2, 2)]",3,0,50,100
"(7, 7)",5,5,421,1356,266,1035,2391,"[(4, 3), (4, 4)]",4,0,50,100
"(7, 7)",5,5,422,1359,266,1035,2394,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,423,1362,268,1043,2405,"[(5, 3), (6, 3)]",11,2,50,100
"(7, 7)",5,5,424,1365,269,1046,2411,"[(4, 4), (5, 4)]",6,1,50,100
"(7, 7)",5,5,425,1368,270,1049,2417,"[(1, 1), (1, 2)]",6,1,50,100
"(7, 7)",5,5,426,1374,271,1052,2426,"[(4, 5), (4, 6)]",9,1,50,100
"(7, 7)",5,5,427,1377,274,1061,2438,"[(3, 3), (4, 3)]",12,3,50,100
"(7, 7)",5,5,428,1380,274,1061,2441,"[(4, 3), (4, 4)]",3,0,50,100
"(7, 7)",5,5,429,1383,278,1076,2459,"[(4, 0), (4, 1)]",18,4,50,100
"(7, 7)",5,5,430,1386,282,1089,2475,"[(3, 5), (3, 6)]",16,4,50,100
"(7, 7)",5,5,431,1389,282,1089,2478,"[(1, 6), (2, 6)]",3,0,50,100
"(7, 7)",5,5,432,1392,282,1089,2481,"[(0, 1), (1, 1)]",3,0,50,100
"(7, 7)",5,5,433,1395,282,1089,2484,"[(1, 5), (1, 6)]",3,0,50,100
"(7, 7)",5,5,434,1398,282,1089,2487,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,435,1401,283,1093,2494,"[(1, 5), (2, 5)]",7,1,50,100
"(7, 7)",5,5,436,1404,283,1093,2497,"[(1, 3), (1, 4)]",3,0,50,100
"(7, 7)",5,5,437,1407,283,1093,2500,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,438,1411,286,1103,2514,"[(0, 4), (1, 4)]",14,3,50,100
"(7, 7)",5,5,439,1414,286,1103,2517,"[(0, 2), (0, 3)]",3,0,50,100
"(7, 7)",5,5,440,1417,286,1103,2520,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,441,1420,287,1109,2529,"[(3, 3), (4, 3)]",9,1,50,100
"(7, 7)",5,5,442,1423,291,1125,2548,"[(4, 2), (4, 3)]",19,4,50,100
"(7, 7)",5,5,443,1426,291,1125,2551,"[(2, 0), (3, 0)]",3,0,50,100
"(7, 7)",5,5,444,1429,292,1128,2557,"[(0, 4), (1, 4)]",6,1,50,100
"(7, 7)",5,5,445,1432,292,1128,2560,"[(2, 5), (3, 5)]",3,0,50,100
"(7, 7)",5,5,446,1435,292,1128,2563,"[(4, 5), (5, 5)]",3,0,50,100
"(7, 7)",5,5,447,1439,292,1128,2567,"[(1, 4), (1, 5)]",4,0,50,100
"(7, 7)",5,5,448,1442,292,1128,2570,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,449,1445,292,1128,2573,"[(0, 3), (0, 4)]",3,0,50,100
"(7, 7)",5,5,450,1448,292,1128,2576,"[(2, 2), (3, 2)]",3,0,50,100
"(7, 7)",5,5,451,1451,294,1135,2586,"[(1, 0), (2, 0)]",10,2,50,100
"(7, 7)",5,5,452,1454,294,1135,2589,"[(4, 4), (4, 5)]",3,0,50,100
"(7, 7)",5,5,453,1457,294,1135,2592,"[(3, 3), (3, 4)]",3,0,50,100
"(7, 7)",5,5,454,1460,294,1135,2595,"[(1, 4), (2, 4)]",3,0,50,100
"(7, 7)",5,5,455,1463,294,1135,2598,"[(1, 6), (2, 6)]",3,0,50,100
"(7, 7)",5,5,456,1466,294,1135,2601,"[(2, 2), (3, 2)]",3,0,50,100
"(7, 7)",5,5,457,1469,294,1135,2604,"[(1, 4), (1, 5)]",3,0,50,100
"(7, 7)",5,5,458,1472,297,1147,2619,"[(1, 3), (2, 3)]",15,3,50,100
"(7, 7)",5,5,459,1475,297,1147,2622,"[(1, 0), (2, 0)]",3,0,50,100
"(7, 7)",5,5,460,1479,298,1150,2629,"[(1, 2), (1, 3)]",7,1,50,100
"(7, 7)",5,5,461,1482,299,1153,2635,"[(4, 4), (5, 4)]",6,1,50,100
"(7, 7)",5,5,462,1485,300,1156,2641,"[(0, 2), (1, 2)]",6,1,50,100
"(7, 7)",5,5,463,1488,300,1156,2644,"[(1, 4), (2, 4)]",3,0,50,100
"(7, 7)",5,5,464,1491,300,1156,2647,"[(2, 0), (3, 0)]",3,0,50,100
"(7, 7)",5,5,465,1495,301,1159,2654,"[(3, 3), (3, 4)]",7,1,50,100
"(7, 7)",5,5,466,1498,301,1159,2657,"[(1, 4), (2, 4)]",3,0,50,100
"(7, 7)",5,5,467,1501,302,1162,2663,"[(1, 4), (1, 5)]",6,1,50,100
"(7, 7)",5,5,468,1504,302,1162,2666,"[(3, 5), (3, 6)]",3,0,50,100
"(7, 7)",5,5,469,1507,302,1162,2669,"[(4, 3), (4, 4)]",3,0,50,100
"(7, 7)",5,5,470,1510,304,1171,2681,"[(0, 6), (1, 6)]",12,2,50,100
"(7, 7)",5,5,471,1513,304,1171,2684,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,472,1516,305,1174,2690,"[(1, 1), (1, 2)]",6,1,50,100
"(7, 7)",5,5,473,1519,305,1174,2693,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,474,1522,306,1177,2699,"[(4, 3), (4, 4)]",6,1,50,100
"(7, 7)",5,5,475,1525,309,1186,2711,"[(4, 4), (4, 5)]",12,3,50,100
"(7, 7)",5,5,476,1529,309,1186,2715,"[(4, 4), (4, 5)]",4,0,50,100
"(7, 7)",5,5,477,1532,309,1186,2718,"[(2, 4), (3, 4)]",3,0,50,100
"(7, 7)",5,5,478,1535,310,1190,2725,"[(2, 4), (3, 4)]",7,1,50,100
"(7, 7)",5,5,479,1538,312,1203,2741,"[(5, 3), (5, 4)]",16,2,50,100
"(7, 7)",5,5,480,1541,312,1203,2744,"[(0, 3), (0, 4)]",3,0,50,100
"(7, 7)",5,5,481,1544,313,1206,2750,"[(2, 0), (3, 0)]",6,1,50,100
"(7, 7)",5,5,482,1547,313,1206,2753,"[(5, 3), (6, 3)]",3,0,50,100
"(7, 7)",5,5,483,1550,315,1212,2762,"[(4, 4), (5, 4)]",9,2,50,100
"(7, 7)",5,5,484,1553,315,1212,2765,"[(2, 5), (3, 5)]",3,0,50,100
"(7, 7)",5,5,485,1556,316,1215,2771,"[(0, 3), (1, 3)]",6,1,50,100
"(7, 7)",5,5,486,1559,316,1215,2774,"[(3, 3), (4, 3)]",3,0,50,100
"(7, 7)",5,5,487,1562,316,1215,2777,"[(1, 3), (1, 4)]",3,0,50,100
"(7, 7)",5,5,488,1568,317,1218,2786,"[(1, 2), (1, 3)]",9,1,50,100
"(7, 7)",5,5,489,1571,319,1224,2795,"[(1, 4), (1, 5)]",9,2,50,100
"(7, 7)",5,5,490,1574,319,1224,2798,"[(6, 5), (6, 6)]",3,0,50,100
"(7, 7)",5,5,491,1577,319,1224,2801,"[(5, 4), (5, 5)]",3,0,50,100
"(7, 7)",5,5,492,1580,319,1224,2804,"[(2, 6), (3, 6)]",3,0,50,100
"(7, 7)",5,5,493,1587,323,1245,2832,"[(3, 4), (3, 5)]",28,4,50,100
"(7, 7)",5,5,494,1590,323,1245,2835,"[(4, 5), (5, 5)]",3,0,50,100
"(7, 7)",5,5,495,1594,324,1248,2842,"[(2, 2), (2, 3)]",7,1,50,100
"(7, 7)",5,5,496,1597,326,1254,2851,"[(1, 0), (1, 1)]",9,2,50,100
"(7, 7)",5,5,497,1600,326,1254,2854,"[(3, 1), (3, 2)]",3,0,50,100
"(7, 7)",5,5,498,1604,327,1257,2861,"[(0, 2), (1, 2)]",7,1,50,100
"(7, 7)",5,5,499,1607,327,1257,2864,"[(1, 5), (2, 5)]",3,0,50,100
"(7, 7)",5,5,500,1610,328,1260,2870,"[(5, 4), (6, 4)]",6,1,50,100
"(7, 7)",5,5,501,1613,328,1260,2873,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,502,1616,329,1263,2879,"[(5, 5), (6, 5)]",6,1,50,100
"(7, 7)",5,5,503,1619,329,1263,2882,"[(0, 5), (1, 5)]",3,0,50,100
"(7, 7)",5,5,504,1623,331,1269,2892,"[(2, 0), (2, 1)]",10,2,50,100
"(7, 7)",5,5,505,1626,331,1269,2895,"[(1, 0), (1, 1)]",3,0,50,100
"(7, 7)",5,5,506,1629,331,1269,2898,"[(1, 3), (2, 3)]",3,0,50,100
"(7, 7)",5,5,507,1632,332,1272,2904,"[(1, 0), (2, 0)]",6,1,50,100
"(7, 7)",5,5,508,1635,333,1277,2912,"[(2, 1), (3, 1)]",8,1,50,100
"(7, 7)",5,5,509,1639,335,1283,2922,"[(0, 4), (1, 4)]",10,2,50,100
"(7, 7)",5,5,510,1645,335,1283,2928,"[(4, 5), (5, 5)]",6,0,50,100
"(7, 7)",5,5,511,1649,335,1283,2932,"[(1, 4), (1, 5)]",4,0,50,100
"(7, 7)",5,5,512,1652,335,1283,2935,"[(3, 1), (4, 1)]",3,0,50,100
"(7, 7)",5,5,513,1655,337,1289,2944,"[(5, 1), (5, 2)]",9,2,50,100
"(7, 7)",5,5,514,1658,337,1289,2947,"[(0, 5), (1, 5)]",3,0,50,100
"(7, 7)",5,5,515,1661,337,1289,2950,"[(1, 1), (1, 2)]",3,0,50,100
"(7, 7)",5,5,516,1664,337,1289,2953,"[(2, 1), (2, 2)]",3,0,50,100
"(7, 7)",5,5,517,1667,338,1292,2959,"[(0, 3), (1, 3)]",6,1,50,100
"(7, 7)",5,5,518,1670,339,1295,2965,"[(1, 3), (1, 4)]",6,1,50,100
"(7, 7)",5,5,519,1673,339,1295,2968,"[(3, 3), (3, 4)]",3,0,50,100
"(7, 7)",5,5,520,1676,339,1295,2971,"[(3, 2), (4, 2)]",3,0,50,100
"(7, 7)",5,5,521,1679,339,1295,2974,"[(1, 3), (2, 3)]",3,0,50,100
"(7, 7)",5,5,522,1682,342,1305,2987,"[(5, 3), (6, 3)]",13,3,50,100
"(7, 7)",5,5,523,1685,342,1305,2990,"[(0, 3), (0, 4)]",3,0,50,100
"(7, 7)",5,5,524,1688,343,1308,2996,"[(2, 3), (3, 3)]",6,1,50,100
"(7, 7)",5,5,525,1691,343,1308,2999,"[(2, 0), (2, 1)]",3,0,50,100
"(7, 7)",5,5,526,1694,343,1308,3002,"[(2, 5), (2, 6)]",3,0,50,100
"(7, 7)",5,5,527,1697,343,1308,3005,"[(2, 0), (2, 1)]",3,0,50,100
"(7, 7)",5,5,528,1700,344,1311,3011,"[(3, 0), (3, 1)]",6,1,50,100
"(7, 7)",5,5,529,1706,345,1314,3020,"[(2, 3), (2, 4)]",9,1,50,100
"(7, 7)",5,5,530,1709,346,1318,3027,"[(4, 1), (4, 2)]",7,1,50,100
"(7, 7)",5,5,531,1712,346,1318,3030,"[(1, 4), (1, 5)]",3,0,50,100
"(7, 7)",5,5,532,1715,346,1318,3033,"[(5, 4), (5, 5)]",3,0,50,100
"(7, 7)",5,5,533,1718,346,1318,3036,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,534,1721,346,1318,3039,"[(0, 0), (0, 1)]",3,0,50,100
"(7, 7)",5,5,535,1724,346,1318,3042,"[(1, 5), (2, 5)]",3,0,50,100
"(7, 7)",5,5,536,1727,347,1321,3048,"[(2, 3), (3, 3)]",6,1,50,100
"(7, 7)",5,5,537,1730,348,1324,3054,"[(1, 0), (1, 1)]",6,1,50,100
"(7, 7)",5,5,538,1733,348,1324,3057,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,539,1736,349,1327,3063,"[(4, 5), (4, 6)]",6,1,50,100
"(7, 7)",5,5,540,1739,349,1327,3066,"[(5, 5), (6, 5)]",3,0,50,100
"(7, 7)",5,5,541,1742,350,1330,3072,"[(2, 2), (2, 3)]",6,1,50,100
"(7, 7)",5,5,542,1745,351,1337,3082,"[(1, 3), (2, 3)]",10,1,50,100
"(7, 7)",5,5,543,1748,351,1337,3085,"[(2, 0), (2, 1)]",3,0,50,100
"(7, 7)",5,5,544,1751,351,1337,3088,"[(4, 4), (4, 5)]",3,0,50,100
"(7, 7)",5,5,545,1754,351,1337,3091,"[(2, 1), (2, 2)]",3,0,50,100
"(7, 7)",5,5,546,1757,351,1337,3094,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,547,1760,351,1337,3097,"[(4, 2), (4, 3)]",3,0,50,100
"(7, 7)",5,5,548,1763,352,1340,3103,"[(2, 4), (3, 4)]",6,1,50,100
"(7, 7)",5,5,549,1766,353,1343,3109,"[(2, 1), (3, 1)]",6,1,50,100
"(7, 7)",5,5,550,1769,354,1346,3115,"[(3, 3), (3, 4)]",6,1,50,100
"(7, 7)",5,5,551,1772,354,1346,3118,"[(4, 5), (5, 5)]",3,0,50,100
"(7, 7)",5,5,552,1775,355,1349,3124,"[(3, 5), (4, 5)]",6,1,50,100
"(7, 7)",5,5,553,1779,355,1349,3128,"[(2, 3), (3, 3)]",4,0,50,100
"(7, 7)",5,5,554,1782,356,1352,3134,"[(1, 2), (1, 3)]",6,1,50,100
"(7, 7)",5,5,555,1789,359,1361,3150,"[(4, 3), (4, 4)]",16,3,50,100
"(7, 7)",5,5,556,1792,360,1365,3157,"[(6, 0), (6, 1)]",7,1,50,100
"(7, 7)",5,5,557,1795,360,1365,3160,"[(4, 3), (4, 4)]",3,0,50,100
"(7, 7)",5,5,558,1798,360,1365,3163,"[(1, 0), (2, 0)]",3,0,50,100
"(7, 7)",5,5,559,1801,361,1368,3169,"[(0, 2), (0, 3)]",6,1,50,100
"(7, 7)",5,5,560,1804,361,1368,3172,"[(0, 2), (0, 3)]",3,0,50,100
"(7, 7)",5,5,561,1807,361,1368,3175,"[(4, 3), (5, 3)]",3,0,50,100
"(7, 7)",5,5,562,1810,361,1368,3178,"[(0, 0), (1, 0)]",3,0,50,100
"(7, 7)",5,5,563,1813,362,1371,3184,"[(0, 2), (0, 3)]",6,1,50,100
"(7, 7)",5,5,564,1816,363,1374,3190,"[(3, 4), (4, 4)]",6,1,50,100
"(7, 7)",5,5,565,1819,363,1374,3193,"[(3, 2), (4, 2)]",3,0,50,100
"(7, 7)",5,5,566,1822,363,1374,3196,"[(0, 3), (1, 3)]",3,0,50,100
"(7, 7)",5,5,567,1828,363,1374,3202,"[(1, 5), (1, 6)]",6,0,50,100
"(7, 7)",5,5,568,1831,365,1380,3211,"[(4, 2), (5, 2)]",9,2,50,100
"(7, 7)",5,5,569,1834,365,1380,3214,"[(3, 0), (3, 1)]",3,0,50,100
"(7, 7)",5,5,570,1837,366,1383,3220,"[(1, 1), (1, 2)]",6,1,50,100
"(7, 7)",5,5,571,1841,368,1394,3235,"[(1, 4), (1, 5)]",15,2,50,100
"(7, 7)",5,5,572,1847,370,1400,3247,"[(3, 2), (4, 2)]",12,2,50,100
"(7, 7)",5,5,573,1850,371,1403,3253,"[(3, 5), (4, 5)]",6,1,50,100
"(7, 7)",5,5,574,1853,371,1403,3256,"[(5, 3), (6, 3)]",3,0,50,100
"(7, 7)",5,5,575,1856,371,1403,3259,"[(2, 3), (3, 3)]",3,0,50,100
"(7, 7)",5,5,576,1859,372,1406,3265,"[(1, 2), (1, 3)]",6,1,50,100
"(7, 7)",5,5,577,1862,374,1414,3276,"[(0, 4), (0, 5)]",11,2,50,100
"(7, 7)",5,5,578,1866,374,1414,3280,"[(2, 4), (2, 5)]",4,0,50,100
"(7, 7)",5,5,579,1869,374,1414,3283,"[(1, 3), (1, 4)]",3,0,50,100
"(7, 7)",5,5,580,1875,376,1424,3299,"[(2, 1), (2, 2)]",16,2,50,100
"(7, 7)",5,5,581,1878,376,1424,3302,"[(4, 3), (4, 4)]",3,0,50,100
"(7, 7)",5,5,582,1881,378,1433,3314,"[(6, 3), (6, 4)]",12,2,50,100
"(7, 7)",5,5,583,1884,379,1436,3320,"[(3, 1), (4, 1)]",6,1,50,100
"(7, 7)",5,5,584,1887,380,1439,3326,"[(3, 3), (4, 3)]",6,1,50,100
"(7, 7)",5,5,585,1891,380,1439,3330,"[(3, 3), (3, 4)]",4,0,50,100
