Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves,Total No. of Avalanche Matches,Avg No. of Avalanche Matches,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move,Avg avalanche count after first move
top_agent,"(9, 9)",7,12,11,1,0,0,2204,44.08,500,10,4650,9.3,148,2.96,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",7,12,11,1,0,0,2414,48.28,500,10,4985,9.97,239,4.78,10,150,3,30,0.6,10,0.2
top_agent,"(9, 9)",7,16,15,1,0,0,2134,42.68,500,10,7135,14.27,178,3.56,10,150,3,57,1.14,18,0.36
bottom_agent,"(9, 9)",7,16,15,1,2,0.004,2791,55.82,500,10,4519,9.038,312,6.24,10,200,4,492,9.84,117,2.34
top_agent,"(9, 9)",7,0,0,0,1,0.002,1945,38.9,500,10,3301,6.602,118,2.36,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",7,0,0,0,5,0.01,2126,42.52,500,10,3658,7.316,178,3.56,10,150,3,174,3.48,56,1.12
top_agent,"(9, 9)",7,3,2,1,0,0,2170,43.4,500,10,5488,10.976,179,3.58,10,150,3,59,1.18,18,0.36
bottom_agent,"(9, 9)",7,3,2,1,0,0,2149,42.98,500,10,7293,14.586,188,3.76,10,150,3,79,1.58,23,0.46
top_agent,"(9, 9)",7,5,4,1,0,0,1978,39.56,500,10,4487,8.974,123,2.46,10,150,3,36,0.72,12,0.24
bottom_agent,"(9, 9)",7,5,4,1,0,0,2186,43.72,500,10,5065,10.13,183,3.66,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",7,7,6,1,0,0,1973,39.46,500,10,4578,9.156,104,2.08,10,250,5,21,0.42,7,0.14
bottom_agent,"(9, 9)",7,7,6,1,1,0.002,2171,43.42,500,10,4555,9.11,166,3.32,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",7,1,0,1,0,0,1966,39.32,500,10,5597,11.194,126,2.52,10,150,3,30,0.6,10,0.2
bottom_agent,"(9, 9)",7,1,0,1,0,0,2054,41.08,500,10,6530,13.06,161,3.22,10,150,3,0,0,0,0
top_agent,"(9, 9)",7,10,9,1,0,0,2103,42.06,500,10,5410,10.82,166,3.32,10,150,3,8,0.16,2,0.04
bottom_agent,"(9, 9)",7,10,9,1,1,0.002,2548,50.96,500,10,6071,12.142,252,5.04,10,150,3,34,0.68,9,0.18
top_agent,"(9, 9)",7,0,0,0,0,0,2085,41.7,500,10,5698,11.396,163,3.26,10,150,3,46,0.92,15,0.3
bottom_agent,"(9, 9)",7,0,0,0,0,0,2753,55.06,500,10,5966,11.932,291,5.82,10,150,3,24,0.48,7,0.14
top_agent,"(9, 9)",7,10,9,1,0,0,2163,43.26,500,10,5915,11.83,169,3.38,10,150,3,41,0.82,13,0.26
bottom_agent,"(9, 9)",7,10,9,1,0,0,2449,48.98,500,10,4881,9.762,268,5.36,10,150,3,256,5.12,80,1.6
top_agent,"(9, 9)",7,12,11,1,0,0,2179,43.58,500,10,4542,9.084,132,2.64,10,350,7,24,0.48,8,0.16
bottom_agent,"(9, 9)",7,12,11,1,0,0,2243,44.86,500,10,5586,11.172,205,4.1,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",7,2,1,1,0,0,1977,39.54,500,10,5435,10.87,133,2.66,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",7,2,1,1,0,0,2489,49.78,500,10,5097,10.194,252,5.04,10,150,3,232,4.64,62,1.24
top_agent,"(9, 9)",7,3,2,1,0,0,2200,44,500,10,4902,9.804,168,3.36,10,200,4,18,0.36,6,0.12
bottom_agent,"(9, 9)",7,3,2,1,0,0,2254,45.08,500,10,6839,13.678,198,3.96,10,150,3,57,1.14,18,0.36
top_agent,"(9, 9)",7,50,49,1,0,0,1891,37.82,500,10,4471,8.942,111,2.22,10,150,3,27,0.54,9,0.18
bottom_agent,"(9, 9)",7,50,49,1,0,0,2033,40.66,500,10,4379,8.758,145,2.9,10,150,3,36,0.72,12,0.24
top_agent,"(9, 9)",7,0,0,0,0,0,1920,38.4,500,10,5277,10.554,122,2.44,10,150,3,33,0.66,11,0.22
bottom_agent,"(9, 9)",7,0,0,0,0,0,2242,44.84,500,10,4808,9.616,183,3.66,10,150,3,43,0.86,11,0.22
top_agent,"(9, 9)",7,2,1,1,0,0,2009,40.18,500,10,6816,13.632,141,2.82,10,150,3,183,3.66,50,1
bottom_agent,"(9, 9)",7,2,1,1,0,0,2856,57.12,500,10,6055,12.11,343,6.86,10,150,3,43,0.86,14,0.28
top_agent,"(9, 9)",7,19,18,1,0,0,2143,42.86,500,10,5940,11.88,137,2.74,10,300,6,84,1.68,24,0.48
bottom_agent,"(9, 9)",7,19,18,1,1,0.002,2521,50.42,500,10,5265,10.53,279,5.58,10,150,3,204,4.08,65,1.3
top_agent,"(9, 9)",7,11,10,1,0,0,2004,40.08,500,10,4121,8.242,146,2.92,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",7,11,10,1,0,0,2198,43.96,500,10,4499,8.998,192,3.84,10,150,3,58,1.16,17,0.34
top_agent,"(9, 9)",7,13,12,1,1,0.002,1916,38.32,500,10,5491,10.982,101,2.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",7,13,12,1,0,0,2447,48.94,500,10,5624,11.248,241,4.82,10,150,3,39,0.78,13,0.26
top_agent,"(9, 9)",7,5,4,1,0,0,2153,43.06,500,10,6455,12.91,147,2.94,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",7,5,4,1,0,0,2418,48.36,500,10,6430,12.86,225,4.5,10,150,3,62,1.24,17,0.34
top_agent,"(9, 9)",7,5,4,1,0,0,1921,38.42,500,10,8437,16.874,113,2.26,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",7,5,4,1,0,0,2137,42.74,500,10,5889,11.778,172,3.44,10,150,3,58,1.16,17,0.34
top_agent,"(9, 9)",7,5,4,1,0,0,2020,40.4,500,10,8834,17.668,125,2.5,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",7,5,4,1,5,0.01,2019,40.38,500,10,5432,10.864,127,2.54,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",7,2,1,1,0,0,2183,43.66,500,10,4561,9.122,169,3.38,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",7,2,1,1,7,0.014,2162,43.24,500,10,3628,7.256,175,3.5,10,150,3,11,0.22,2,0.04
top_agent,"(9, 9)",7,15,14,1,0,0,1820,36.4,500,10,6141,12.282,86,1.72,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",7,15,14,1,0,0,2325,46.5,500,10,5705,11.41,234,4.68,10,150,3,67,1.34,21,0.42
top_agent,"(9, 9)",7,11,10,1,0,0,1956,39.12,500,10,3813,7.626,117,2.34,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",7,11,10,1,0,0,2622,52.44,500,10,4232,8.464,304,6.08,10,150,3,22,0.44,6,0.12
top_agent,"(9, 9)",7,11,10,1,0,0,2015,40.3,500,10,4397,8.794,140,2.8,10,150,3,35,0.7,11,0.22
bottom_agent,"(9, 9)",7,11,10,1,1,0.002,2582,51.64,500,10,4252,8.504,282,5.64,10,150,3,75,1.5,22,0.44
top_agent,"(9, 9)",7,1,0,1,0,0,1966,39.32,500,10,5183,10.366,136,2.72,10,150,3,45,0.9,14,0.28
bottom_agent,"(9, 9)",7,1,0,1,0,0,2523,50.46,500,10,5530,11.06,293,5.86,10,150,3,371,7.42,112,2.24
top_agent,"(9, 9)",7,16,15,1,0,0,1951,39.02,500,10,5156,10.312,126,2.52,10,150,3,64,1.28,20,0.4
bottom_agent,"(9, 9)",7,16,15,1,0,0,2518,50.36,500,10,4455,8.91,266,5.32,10,150,3,80,1.6,23,0.46
top_agent,"(9, 9)",7,1,0,1,0,0,2129,42.58,500,10,6833,13.666,176,3.52,10,150,3,184,3.68,58,1.16
bottom_agent,"(9, 9)",7,1,0,1,0,0,2433,48.66,500,10,5809,11.618,254,5.08,10,150,3,193,3.86,58,1.16
top_agent,"(9, 9)",7,13,12,1,0,0,2078,41.56,500,10,6579,13.158,152,3.04,10,150,3,27,0.54,9,0.18
bottom_agent,"(9, 9)",7,13,12,1,0,0,2447,48.94,500,10,4179,8.358,234,4.68,10,150,3,501,10.02,116,2.32
top_agent,"(9, 9)",7,18,17,1,0,0,2140,42.8,500,10,5919,11.838,169,3.38,10,200,4,107,2.14,35,0.7
bottom_agent,"(9, 9)",7,18,17,1,0,0,2144,42.88,500,10,4680,9.36,178,3.56,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",7,52,51,1,0,0,2193,43.86,500,10,4782,9.564,148,2.96,10,150,3,24,0.48,8,0.16
bottom_agent,"(9, 9)",7,52,51,1,0,0,1877,37.54,500,10,5225,10.45,91,1.82,10,150,3,13,0.26,4,0.08
top_agent,"(9, 9)",7,12,11,1,0,0,2368,47.36,500,10,6090,12.18,232,4.64,10,150,3,41,0.82,13,0.26
bottom_agent,"(9, 9)",7,12,11,1,0,0,2154,43.08,500,10,5125,10.25,174,3.48,10,150,3,45,0.9,13,0.26
top_agent,"(9, 9)",7,19,18,1,0,0,2015,40.3,500,10,4877,9.754,136,2.72,10,150,3,31,0.62,10,0.2
bottom_agent,"(9, 9)",7,19,18,1,0,0,2270,45.4,500,10,7608,15.216,206,4.12,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",7,3,2,1,0,0,1950,39,500,10,4188,8.376,126,2.52,10,150,3,32,0.64,10,0.2
bottom_agent,"(9, 9)",7,3,2,1,0,0,1984,39.68,500,10,3833,7.666,137,2.74,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",7,5,4,1,0,0,2274,45.48,500,10,7521,15.042,200,4,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",7,5,4,1,0,0,2581,51.62,500,10,5284,10.568,293,5.86,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",7,17,16,1,0,0,2222,44.44,500,10,4328,8.656,197,3.94,10,150,3,191,3.82,53,1.06
bottom_agent,"(9, 9)",7,17,16,1,0,0,2793,55.86,500,10,4344,8.688,297,5.94,10,150,3,34,0.68,10,0.2
top_agent,"(9, 9)",7,14,13,1,0,0,2240,44.8,500,10,6705,13.41,208,4.16,10,150,3,84,1.68,28,0.56
bottom_agent,"(9, 9)",7,14,13,1,0,0,2428,48.56,500,10,6353,12.706,257,5.14,10,150,3,240,4.8,74,1.48
top_agent,"(9, 9)",7,11,10,1,0,0,1819,36.38,500,10,4060,8.12,92,1.84,10,150,3,45,0.9,15,0.3
bottom_agent,"(9, 9)",7,11,10,1,0,0,2422,48.44,500,10,4362,8.724,247,4.94,10,150,3,66,1.32,19,0.38
top_agent,"(9, 9)",7,8,7,1,0,0,2168,43.36,500,10,8386,16.772,179,3.58,10,150,3,70,1.4,23,0.46
bottom_agent,"(9, 9)",7,8,7,1,1,0.002,2120,42.4,500,10,4871,9.742,166,3.32,10,150,3,201,4.02,58,1.16
top_agent,"(9, 9)",7,8,7,1,0,0,2407,48.14,500,10,8789,17.578,223,4.46,10,150,3,69,1.38,20,0.4
bottom_agent,"(9, 9)",7,8,7,1,0,0,2369,47.38,500,10,5850,11.7,215,4.3,10,150,3,51,1.02,16,0.32
top_agent,"(9, 9)",7,3,2,1,0,0,2103,42.06,500,10,5327,10.654,137,2.74,10,200,4,17,0.34,5,0.1
bottom_agent,"(9, 9)",7,3,2,1,0,0,2211,44.22,500,10,4558,9.116,182,3.64,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",7,17,16,1,0,0,1936,38.72,500,10,4082,8.164,119,2.38,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",7,17,16,1,0,0,2392,47.84,500,10,4385,8.77,245,4.9,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",7,0,0,0,0,0,2074,41.48,500,10,6152,12.304,165,3.3,10,150,3,197,3.94,61,1.22
bottom_agent,"(9, 9)",7,0,0,0,0,0,2458,49.16,500,10,5012,10.024,237,4.74,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",7,17,16,1,0,0,1910,38.2,500,10,4801,9.602,102,2.04,10,150,3,16,0.32,5,0.1
bottom_agent,"(9, 9)",7,17,16,1,0,0,2270,45.4,500,10,5029,10.058,220,4.4,10,150,3,217,4.34,70,1.4
top_agent,"(9, 9)",7,4,3,1,0,0,2174,43.48,500,10,6441,12.882,141,2.82,10,150,3,18,0.36,5,0.1
bottom_agent,"(9, 9)",7,4,3,1,0,0,2503,50.06,500,10,5276,10.552,259,5.18,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",7,3,2,1,0,0,1877,37.54,500,10,6491,12.982,108,2.16,10,150,3,25,0.5,8,0.16
bottom_agent,"(9, 9)",7,3,2,1,0,0,2292,45.84,500,10,6762,13.524,197,3.94,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",7,5,4,1,0,0,2215,44.3,500,10,5439,10.878,177,3.54,10,150,3,32,0.64,10,0.2
bottom_agent,"(9, 9)",7,5,4,1,1,0.002,2344,46.88,500,10,5713,11.426,207,4.14,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",7,10,9,1,0,0,2128,42.56,500,10,9067,18.134,172,3.44,10,150,3,51,1.02,17,0.34
bottom_agent,"(9, 9)",7,10,9,1,0,0,2674,53.48,500,10,4753,9.506,279,5.58,10,150,3,368,7.36,66,1.32
top_agent,"(9, 9)",7,17,16,1,0,0,2134,42.68,500,10,5226,10.452,163,3.26,10,150,3,24,0.48,8,0.16
bottom_agent,"(9, 9)",7,17,16,1,0,0,2492,49.84,500,10,4467,8.934,267,5.34,10,150,3,33,0.66,11,0.22
top_agent,"(9, 9)",7,1,0,1,0,0,2077,41.54,500,10,7527,15.054,153,3.06,10,150,3,43,0.86,14,0.28
bottom_agent,"(9, 9)",7,1,0,1,0,0,2539,50.78,500,10,5806,11.612,289,5.78,10,150,3,85,1.7,22,0.44
top_agent,"(9, 9)",7,12,11,1,0,0,2637,52.74,500,10,4874,9.748,293,5.86,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",7,12,11,1,2,0.004,3065,61.3,500,10,5641,11.282,394,7.88,10,150,3,98,1.96,26,0.52
top_agent,"(9, 9)",7,1,0,1,0,0,1941,38.82,500,10,6548,13.096,120,2.4,10,150,3,7,0.14,2,0.04
bottom_agent,"(9, 9)",7,1,0,1,0,0,1897,37.94,500,10,4797,9.594,111,2.22,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",7,4,3,1,0,0,2347,46.94,500,10,5779,11.558,216,4.32,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",7,4,3,1,0,0,2478,49.56,500,10,5533,11.066,258,5.16,10,150,3,30,0.6,10,0.2
top_agent,"(9, 9)",7,7,6,1,0,0,2082,41.64,500,10,4000,8,126,2.52,10,250,5,51,1.02,17,0.34
bottom_agent,"(9, 9)",7,7,6,1,0,0,1918,38.36,500,10,3557,7.114,114,2.28,10,150,3,43,0.86,14,0.28
top_agent,"(9, 9)",7,41,40,1,0,0,1951,39.02,500,10,6495,12.99,122,2.44,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",7,41,40,1,1,0.002,2457,49.14,500,10,6236,12.472,268,5.36,10,150,3,168,3.36,52,1.04
top_agent,"(9, 9)",7,0,0,0,0,0,2124,42.48,500,10,6043,12.086,176,3.52,10,150,3,30,0.6,10,0.2
bottom_agent,"(9, 9)",7,0,0,0,0,0,2429,48.58,500,10,5711,11.422,197,3.94,10,150,3,192,3.84,56,1.12
top_agent,"(9, 9)",7,9,8,1,0,0,2039,40.78,500,10,6109,12.218,129,2.58,10,150,3,45,0.9,14,0.28
bottom_agent,"(9, 9)",7,9,8,1,0,0,3149,62.98,500,10,7364,14.728,361,7.22,10,150,3,49,0.98,16,0.32
top_agent,"(9, 9)",7,1,0,1,0,0,2273,45.46,500,10,7297,14.594,209,4.18,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",7,1,0,1,0,0,2577,51.54,500,10,5680,11.36,260,5.2,10,150,3,46,0.92,15,0.3
top_agent,"(9, 9)",7,2,1,1,0,0,2266,45.32,500,10,4228,8.456,140,2.8,10,350,7,43,0.86,11,0.22
bottom_agent,"(9, 9)",7,2,1,1,2,0.004,2499,49.98,500,10,3729,7.458,223,4.46,10,150,3,31,0.62,10,0.2
top_agent,"(9, 9)",7,0,0,0,0,0,2188,43.76,500,10,8269,16.538,159,3.18,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",7,0,0,0,0,0,2213,44.26,500,10,5300,10.6,193,3.86,10,150,3,247,4.94,66,1.32
top_agent,"(9, 9)",7,23,22,1,0,0,2158,43.16,500,10,5473,10.946,175,3.5,10,150,3,24,0.48,8,0.16
bottom_agent,"(9, 9)",7,23,22,1,0,0,2824,56.48,500,10,4923,9.846,277,5.54,10,150,3,40,0.8,12,0.24
top_agent,"(9, 9)",7,3,2,1,1,0.002,2045,40.9,500,10,3980,7.96,149,2.98,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",7,3,2,1,1,0.002,2302,46.04,500,10,3602,7.204,207,4.14,10,150,3,126,2.52,28,0.56
top_agent,"(9, 9)",7,2,1,1,0,0,2049,40.98,500,10,4919,9.838,150,3,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",7,2,1,1,0,0,1920,38.4,500,10,4116,8.232,116,2.32,10,150,3,19,0.38,6,0.12
top_agent,"(9, 9)",7,4,3,1,0,0,2007,40.14,500,10,6504,13.008,147,2.94,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",7,4,3,1,0,0,2942,58.84,500,10,5571,11.142,336,6.72,10,150,3,199,3.98,55,1.1
top_agent,"(9, 9)",7,12,11,1,0,0,1888,37.76,500,10,5552,11.104,109,2.18,10,150,3,42,0.84,14,0.28
bottom_agent,"(9, 9)",7,12,11,1,0,0,2428,48.56,500,10,5448,10.896,235,4.7,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",7,9,8,1,0,0,1973,39.46,500,10,4245,8.49,129,2.58,10,150,3,49,0.98,16,0.32
bottom_agent,"(9, 9)",7,9,8,1,0,0,2511,50.22,500,10,5819,11.638,232,4.64,10,150,3,59,1.18,19,0.38
top_agent,"(9, 9)",7,5,4,1,0,0,2017,40.34,500,10,7732,15.464,140,2.8,10,150,3,14,0.28,4,0.08
bottom_agent,"(9, 9)",7,5,4,1,0,0,2113,42.26,500,10,5682,11.364,156,3.12,10,200,4,67,1.34,17,0.34
top_agent,"(9, 9)",7,1,0,1,0,0,2059,41.18,500,10,7070,14.14,144,2.88,10,150,3,21,0.42,7,0.14
bottom_agent,"(9, 9)",7,1,0,1,0,0,2726,54.52,500,10,8181,16.362,303,6.06,10,150,3,66,1.32,21,0.42
top_agent,"(9, 9)",7,6,5,1,0,0,2214,44.28,500,10,5636,11.272,146,2.92,10,300,6,85,1.7,24,0.48
bottom_agent,"(9, 9)",7,6,5,1,0,0,2525,50.5,500,10,6418,12.836,201,4.02,10,150,3,29,0.58,9,0.18
top_agent,"(9, 9)",7,22,21,1,1,0.002,2182,43.64,500,10,4692,9.384,169,3.38,10,200,4,124,2.48,33,0.66
bottom_agent,"(9, 9)",7,22,21,1,0,0,2526,50.52,500,10,4297,8.594,279,5.58,10,150,3,447,8.94,126,2.52
top_agent,"(9, 9)",7,6,5,1,0,0,2493,49.86,500,10,7876,15.752,247,4.94,10,150,3,67,1.34,22,0.44
bottom_agent,"(9, 9)",7,6,5,1,0,0,2606,52.12,500,10,6375,12.75,267,5.34,10,300,6,74,1.48,24,0.48
top_agent,"(9, 9)",7,9,8,1,0,0,1972,39.44,500,10,4341,8.682,128,2.56,10,150,3,40,0.8,12,0.24
bottom_agent,"(9, 9)",7,9,8,1,0,0,2225,44.5,500,10,5320,10.64,200,4,10,150,3,10,0.2,3,0.06
top_agent,"(9, 9)",7,23,22,1,0,0,2011,40.22,500,10,5057,10.114,142,2.84,10,150,3,8,0.16,2,0.04
bottom_agent,"(9, 9)",7,23,22,1,0,0,2248,44.96,500,10,5017,10.034,189,3.78,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",7,8,7,1,0,0,2181,43.62,500,10,6882,13.764,176,3.52,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",7,8,7,1,0,0,2591,51.82,500,10,6347,12.694,223,4.46,10,150,3,4,0.08,1,0.02
top_agent,"(9, 9)",7,3,2,1,4,0.008,1965,39.3,500,10,2830,5.66,128,2.56,10,150,3,42,0.84,14,0.28
bottom_agent,"(9, 9)",7,3,2,1,2,0.004,2194,43.88,500,10,3010,6.02,190,3.8,10,150,3,70,1.4,20,0.4
top_agent,"(9, 9)",7,13,12,1,0,0,1916,38.32,500,10,4139,8.278,116,2.32,10,150,3,29,0.58,9,0.18
bottom_agent,"(9, 9)",7,13,12,1,0,0,2040,40.8,500,10,3571,7.142,154,3.08,10,150,3,39,0.78,13,0.26
top_agent,"(9, 9)",7,20,19,1,0,0,2185,43.7,500,10,5408,10.816,169,3.38,10,150,3,29,0.58,9,0.18
bottom_agent,"(9, 9)",7,20,19,1,0,0,2398,47.96,500,10,4602,9.204,230,4.6,10,150,3,54,1.08,17,0.34
top_agent,"(9, 9)",7,5,4,1,0,0,2117,42.34,500,10,3970,7.94,164,3.28,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",7,5,4,1,0,0,2033,40.66,500,10,3963,7.926,157,3.14,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",7,4,3,1,0,0,1823,36.46,500,10,3119,6.238,94,1.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",7,4,3,1,0,0,2144,42.88,500,10,3403,6.806,181,3.62,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",7,3,2,1,0,0,1974,39.48,500,10,6507,13.014,124,2.48,10,150,3,21,0.42,7,0.14
bottom_agent,"(9, 9)",7,3,2,1,0,0,2851,57.02,500,10,4928,9.856,337,6.74,10,150,3,379,7.58,114,2.28
top_agent,"(9, 9)",7,4,3,1,0,0,2183,43.66,500,10,8461,16.922,186,3.72,10,150,3,41,0.82,13,0.26
bottom_agent,"(9, 9)",7,4,3,1,0,0,3189,63.78,500,10,4867,9.734,426,8.52,10,150,3,659,13.18,179,3.58
top_agent,"(9, 9)",7,23,22,1,0,0,2093,41.86,500,10,4482,8.964,159,3.18,10,150,3,70,1.4,21,0.42
bottom_agent,"(9, 9)",7,23,22,1,2,0.004,2227,44.54,500,10,4327,8.654,207,4.14,10,150,3,18,0.36,6,0.12
top_agent,"(9, 9)",7,4,3,1,0,0,2432,48.64,500,10,7064,14.128,192,3.84,10,150,3,10,0.2,3,0.06
bottom_agent,"(9, 9)",7,4,3,1,0,0,2774,55.48,500,10,4546,9.092,311,6.22,10,150,3,245,4.9,64,1.28
top_agent,"(9, 9)",7,12,11,1,0,0,2080,41.6,500,10,8533,17.066,142,2.84,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",7,12,11,1,0,0,2512,50.24,500,10,5228,10.456,273,5.46,10,150,3,244,4.88,68,1.36
top_agent,"(9, 9)",7,0,0,0,0,0,2131,42.62,500,10,4416,8.832,149,2.98,10,150,3,63,1.26,18,0.36
bottom_agent,"(9, 9)",7,0,0,0,0,0,1982,39.64,500,10,4698,9.396,134,2.68,10,150,3,7,0.14,2,0.04
top_agent,"(9, 9)",7,7,6,1,0,0,2011,40.22,500,10,5162,10.324,148,2.96,10,150,3,13,0.26,4,0.08
bottom_agent,"(9, 9)",7,7,6,1,0,0,2086,41.72,500,10,3993,7.986,162,3.24,10,150,3,100,2,31,0.62
top_agent,"(9, 9)",7,1,0,1,0,0,2019,40.38,500,10,5146,10.292,148,2.96,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",7,1,0,1,0,0,2670,53.4,500,10,7371,14.742,280,5.6,10,150,3,181,3.62,59,1.18
top_agent,"(9, 9)",7,0,0,0,0,0,1990,39.8,500,10,3169,6.338,105,2.1,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",7,0,0,0,1,0.002,2254,45.08,500,10,4425,8.85,170,3.4,10,150,3,32,0.64,10,0.2
top_agent,"(9, 9)",7,10,9,1,0,0,2472,49.44,500,10,7566,15.132,270,5.4,10,150,3,490,9.8,133,2.66
bottom_agent,"(9, 9)",7,10,9,1,4,0.008,2260,45.2,500,10,4592,9.184,206,4.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",7,7,6,1,0,0,1952,39.04,500,10,5862,11.724,119,2.38,10,150,3,7,0.14,2,0.04
bottom_agent,"(9, 9)",7,7,6,1,0,0,2287,45.74,500,10,6323,12.646,222,4.44,10,150,3,37,0.74,12,0.24
top_agent,"(9, 9)",7,3,2,1,0,0,1931,38.62,500,10,5480,10.96,124,2.48,10,150,3,40,0.8,10,0.2
bottom_agent,"(9, 9)",7,3,2,1,0,0,2179,43.58,500,10,5868,11.736,180,3.6,10,150,3,29,0.58,9,0.18
top_agent,"(9, 9)",7,1,0,1,5,0.01,1914,38.28,500,10,4479,8.958,104,2.08,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",7,1,0,1,9,0.018,1950,39,500,10,3486,6.972,110,2.2,10,200,4,3,0.06,1,0.02
top_agent,"(9, 9)",7,0,0,0,0,0,2087,41.74,500,10,7190,14.38,151,3.02,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",7,0,0,0,0,0,2078,41.56,500,10,4644,9.288,156,3.12,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",7,23,22,1,0,0,1943,38.86,500,10,4526,9.052,109,2.18,10,150,3,23,0.46,7,0.14
bottom_agent,"(9, 9)",7,23,22,1,0,0,2041,40.82,500,10,5114,10.228,152,3.04,10,150,3,36,0.72,12,0.24
top_agent,"(9, 9)",7,6,5,1,0,0,2246,44.92,500,10,5521,11.042,195,3.9,10,150,3,54,1.08,16,0.32
bottom_agent,"(9, 9)",7,6,5,1,0,0,2359,47.18,500,10,5466,10.932,226,4.52,10,150,3,204,4.08,57,1.14
top_agent,"(9, 9)",7,19,18,1,0,0,2073,41.46,500,10,5093,10.186,136,2.72,10,150,3,42,0.84,14,0.28
bottom_agent,"(9, 9)",7,19,18,1,0,0,2482,49.64,500,10,4294,8.588,190,3.8,10,150,3,59,1.18,18,0.36
top_agent,"(9, 9)",7,16,15,1,0,0,1957,39.14,500,10,7168,14.336,131,2.62,10,150,3,33,0.66,11,0.22
bottom_agent,"(9, 9)",7,16,15,1,0,0,2667,53.34,500,10,6392,12.784,283,5.66,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",7,25,24,1,0,0,2180,43.6,500,10,7460,14.92,144,2.88,10,300,6,68,1.36,20,0.4
bottom_agent,"(9, 9)",7,25,24,1,0,0,2467,49.34,500,10,5544,11.088,276,5.52,10,150,3,171,3.42,55,1.1
top_agent,"(9, 9)",7,1,0,1,0,0,1969,39.38,500,10,4207,8.414,120,2.4,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",7,1,0,1,0,0,2087,41.74,500,10,4778,9.556,158,3.16,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",7,4,3,1,0,0,2004,40.08,500,10,4142,8.284,138,2.76,10,150,3,7,0.14,2,0.04
